name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Inglewood Collection,"https://homelegance.com/u/20171106/1402-1_98_l1.jpg, https://homelegance.com/u/20171106/1402-11_1010_l1.jpg","Sophistication merges with elegant lines and classic shapes in the Inglewood Collection. Available in three bed options: traditional sleigh bed with rails storages, low profile bed, and panel bed with breakfront posts. Classic round metal drawer pulls accent the traditional case pieces. Inglewood Collection is presented in a deep cherry finish and features two mirror options to complement each bed – swivel or rectangular stationary mirror.",1402-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1402K-1CK*,409,California King,HB: 65.25H FB: 36H,1402K-1EK*,409,Eastern King,HB: 65.25H FB: 36H,1402-1*,309,Queen Bed,HB: 65.25H FB: 36H,1402-4,154,Night Stand,27 x 18 x 30H,1402-5,379,Dresser,64 x 20 x 40H,1402-6SW,93,Swivel Mirror,46 x 3.5 x 39.5H,1402-9,289,Chest,43 x 20 x 49.5H,1402-11,,TV Chest,42 x 20 x 43H,,,,,,,,,,,,
Inglewood Collection,"https://homelegance.com/u/20171106/1402LP-1_97_l1.jpg, https://homelegance.com/u/20171106/1402-11_1009_l1.jpg","Sophistication merges with elegant lines and classic shapes in the Inglewood Collection. Available in three bed options: traditional sleigh bed with rails storages, low profile bed, and panel bed with breakfront posts. Classic round metal drawer pulls accent the traditional case pieces. Inglewood Collection is presented in a deep cherry finish and features two mirror options to complement each bed – swivel or rectangular stationary mirror.",1402LP-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1402LPK-1CK*,459,California King Low Profile Sleigh Bed,HB: 55H FB: 18H,1402LPK-1EK*,459,Eastern King Low Profile Sleigh Bed,HB: 55H FB: 18H,1402LP-1*,359,Queen Low Profile Sleigh Bed,HB: 55H FB: 18H,1402-4,154,Night Stand,27 x 18 x 30H,1402-5,379,Dresser,64 x 20 x 40H,1402-6RT,73,Mirror,41 x 2 x 46H,1402-9,289,Chest,43 x 20 x 49.5H,1402-11,,TV Chest,42 x 20 x 43H,,,,,,,,,,,,
Inglewood Collection,"https://homelegance.com/u/20171106/1402SL-1_96_l1.jpg, https://homelegance.com/u/20171106/1402-11_1008_l1.jpg","Sophistication merges with elegant lines and classic shapes in the Inglewood Collection. Available in three bed options: traditional sleigh bed with rails storages, low profile bed, and panel bed with breakfront posts. Classic round metal drawer pulls accent the traditional case pieces. Inglewood Collection is presented in a deep cherry finish and features two mirror options to complement each bed – swivel or rectangular stationary mirror.",1402SL-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1402SLK-1CK*,619,Eastern King Sleigh Bed with Rail Storage,HB: 55H FB: 39H,1402SLK-1EK*,619,Eastern King Sleigh Platform Bed With Rail Storage,HB: 55H FB: 39H,1402SL-1*,519,Queen Sleigh Platform Bed with Rail Storage,HB: 55H FB: 39H,1402-4,154,Night Stand,27 x 18 x 30H,1402-5,379,Dresser,64 x 20 x 40H,1402-6RT,73,Mirror,41 x 2 x 46H,1402-9,289,Chest,43 x 20 x 49.5H,1402-11,,TV Chest,42 x 20 x 43H,,,,,,,,,,,,
Beaver Creek Collection,"https://homelegance.com/u/HMLG/20180726/ecc2fc26f9044da19f752e4024de6b3e.jpg, https://homelegance.com/u/HMLG/20180726/11f1046c2aae4853bc9452bd80cdaac0.jpg, https://homelegance.com/u/HMLG/20181022/2973cc4beca947fb978563cde4c2ab53.jpg, https://homelegance.com/u/HMLG/20180726/0e5d074772d84be18385bd76bca7d559.jpg, https://homelegance.com/u/HMLG/20180726/63beeef6a7194e68a9c2bd91e41038c9.jpg, https://homelegance.com/u/HMLG/20180726/2d043c52e3fb443ebb250008380f7853.jpg, https://homelegance.com/u/HMLG/20180726/c63d2b0aedfb4ddba7dbd30173197640.jpg, https://homelegance.com/u/HMLG/20180726/4286d4689daf4832bafd2ab94b102209.jpg, https://homelegance.com/u/HMLG/20180726/f74939eef7de4109a0c91c6fb7aa80e3.jpg, https://homelegance.com/u/HMLG/20180726/8ec166ddb55345cdb65e7ad2a94168a7.jpg, https://homelegance.com/u/HMLG/20180726/640508fe08014bb5973b631e96777cdb.jpg","The intersection of transitional design and traditional accenting melds to create the rustic look of the Beaver Creek Collection. Traditional elements such as fluted pilasters, squared medallion accent and classic center-drop dark-finished metal hardware, play effortlessly against the rustic brown finish of the collection. Drawing your eye to the panel bed is the padded, button-tufted, dark brown bi-cast vinyl headboard insert.",1609-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1609K-1CK*,229,California King bed,HB: 54.25H FB: 18.25H,1609K-1EK*,229,Eastern King Bed,HB: 54.25H FB: 18.25H,1609-1*,169,Queen Bed,HB: 54.25H FB: 18.25H,1609F-1*,169,Full Bed,HB: 54.25H FB: 18.25H,1609T-1*,159,Twin Bed,HB: 54.25H FB: 18.25H,1609-4,69,Night Stand,23.5 x 16 x 25.25H,1609-5,175,Dresser,58.25 x 16 x 36H,1609-6,37,Mirror,42.25 x 1.5 x 36.75H,1609-9,149,Chest,34 x 16 x 48H,,,,,,,,
Amancio Collection,"https://homelegance.com/u/HMLG/20181031/80fe2b0be83c44dfa2f08f45952a6887.jpg, https://homelegance.com/u/HMLG/20181031/b6e4b1fafde64a25bdd72fb2c918fc2a.jpg, https://homelegance.com/u/HMLG/20181031/3633ebe401e744fdba52324ac667196d.jpg, https://homelegance.com/u/HMLG/20181031/6561eb4a8ccc47d0945caa8c7bc49b0f.jpg, https://homelegance.com/u/HMLG/20181031/6bda8dc5a4714392a9d577aa1733337c.jpg, https://homelegance.com/u/HMLG/20181031/632e574db2d04f699f3af7256e0cca20.jpg, https://homelegance.com/u/HMLG/20181031/14d65a2147cf48aaa04777ccbe7f4e5f.jpg, https://homelegance.com/u/HMLG/20181031/2ab510d8f14c49b3870734232e781487.jpg, https://homelegance.com/u/HMLG/20181031/a22a12bcb422469e9b62b023dbe83439.jpg, https://homelegance.com/u/HMLG/20181031/6bf2252079eb4c6a93b3f520622da436.jpg, https://homelegance.com/u/HMLG/20181031/464d322fcf4e449890bed95c9bb26584.jpg, https://homelegance.com/u/HMLG/20181031/d48dbe8897fe44899446216e78a53651.jpg, https://homelegance.com/u/HMLG/20181031/87023785d54246da899db5df964141a9.jpg, https://homelegance.com/u/HMLG/20181031/5019f4506ae64d849497d173295b767b.jpg, https://homelegance.com/u/HMLG/20181031/e66949a8709849479eb315730ea7c695.jpg, https://homelegance.com/u/HMLG/20181031/9495faa150a8440da3ecc2debd071d25.jpg, https://homelegance.com/u/HMLG/20180903/0c07c73c27cd4d969667faedafceb590.jpg, https://homelegance.com/u/HMLG/20180903/c9cb822a3d8642f7b3d6d3a586af67d2.jpg","With coloring that is reminiscent of French Provincial styling and decorative accent that lends to Old World European design, the Amacio Collection is a study in the elegance of texture and visual movement. The show wood frame is finished in Antique white that pairs effortlessly with the textured grey fabric of the seat backs and the floral damask-style seats. Button tufting lends contouring to the profile of the seatbacks while toss pillows are featured in decorative patterns for complementing accent. Sweeping curved arms flow and are met by the exquisite twist of a carved pillar support. Nail head accent provides further decorative flair to the collection.",16139-3,seating,,,16139-3,629,"Sofa, 5 Pillows",87.5 x 36.5 x 43.5H,16139-2,609,"Love Seat, 2 Pillows",67.5 x 36.5 x 43.5H,16139-1,419,"Chair, 1 Pillow",45.25 x 36.5 x 42.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willowick Collection,"https://homelegance.com/u/HMLG/20180831/24039e1be01f42e1b1ba915a0a92c864.jpg, https://homelegance.com/u/HMLG/20181010/ecdf914b1ef8480d9c0304a9eff3d6bf.jpg, https://homelegance.com/u/HMLG/20181010/97457eb23d8a4626bd7a7dd4efd8c212.jpg, https://homelegance.com/u/HMLG/20181010/e37fb0689f764009b8ab6a9e26177922.jpg, https://homelegance.com/u/HMLG/20181010/b8fc0131e14e47379a290547a297399a.jpg, https://homelegance.com/u/HMLG/20181010/8d8194672a564be1b7deef40df1ed805.jpg, https://homelegance.com/u/HMLG/20181010/92aa67f981864f7dbab2a5066f1651d1.jpg, https://homelegance.com/u/HMLG/20181010/384e542502134b0b9284b613fc80784d.jpg, https://homelegance.com/u/HMLG/20181010/5a3a4fdd478a4a3986e1b63fc17f17d4.jpg, https://homelegance.com/u/HMLG/20181010/5182a431f44c4882b059fb0836d49829.jpg, https://homelegance.com/u/HMLG/20181010/622ec51ebe844454b1f82ce360bc2057.jpg, https://homelegance.com/u/HMLG/20181010/6b971074a3b5408fb4fb878151d7ceb9.jpg, https://homelegance.com/u/HMLG/20180831/eae214d0721c45a5b00e6e27a810c280.jpg, https://homelegance.com/u/HMLG/20181010/507c88b5e3914d0a82b260f8d264c0c1.jpg, https://homelegance.com/u/HMLG/20181010/a7eb233758c14c3c9a80d5d84692bd37.jpg, https://homelegance.com/u/HMLG/20181010/047bae6c7cb4466a8228dd1fa1173011.jpg, https://homelegance.com/u/HMLG/20181010/9edddf5ce9904a0d803892093a0496b3.jpg, https://homelegance.com/u/HMLG/20181010/96a43ed8ad2548c4a83f434207069aa3.jpg, https://homelegance.com/u/HMLG/20181022/8a7516b4ac294d8895c69c88e96782c0.jpg","Inspired by the look of French Provincial styling, the Willowick Collection lends an air of classical romanticism to your opulent bedroom. Bold curves, elegant framing and the lightly distressed finish create eye-catching drama while antiqued hardware and turned feet are the decorative accoutrement that tie the look together. Subtle rub-though of the antique white finish reveals grey undertones, that when paired with brown cherry finished tops, serves to highlight the poplar solids, along with the oak and birch veneers.  Two beds are available – the wood panel bed and the dramatic sleigh bed, with button-tufted neutral tone linen headboard insert.",1614-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1614K-1CK*,499,California King bed,HB: 67H  FB: 23.5H,1614K-1EK*,499,Eastern King Bed,HB: 67H  FB: 23.5H,1614-1*,399,Queen Bed,HB: 67H  FB: 23.5H,1614-4,159,Night Stand,28.5 x 17 x 27.5H,1614-5,339,Dresser,66 x 19 x 38H,1614-6,102,Mirror,42.25 x 2 x 41.25H,1614-9,299,Chest,39.75 x 19 x 54H,,,,,,,,,,,,,,,,
Willowick Collection,"https://homelegance.com/u/HMLG/20180831/05e7992a5be44f519e2764aee3268387.jpg, https://homelegance.com/u/HMLG/20181010/c9069f1ca324473db6321d1a9a634287.jpg, https://homelegance.com/u/HMLG/20181010/c83eae9a31ff44e1a2f795f90c2d507b.jpg, https://homelegance.com/u/HMLG/20181010/8d82e92946394de6b7b23a0cbca7cdc3.jpg, https://homelegance.com/u/HMLG/20181010/eba2cf1fdf194412ac25b075820b8295.jpg, https://homelegance.com/u/HMLG/20181010/b57b2edfacd4474a8762310d1967fb3f.jpg, https://homelegance.com/u/HMLG/20181010/bed9aea7f05f49c6b9b0008c222a6a30.jpg, https://homelegance.com/u/HMLG/20181010/02cb579149b640c596a76f4e1b787961.jpg, https://homelegance.com/u/HMLG/20181010/97f5c7358b83493d80f5528c7a2a0b0c.jpg, https://homelegance.com/u/HMLG/20181010/0f96e8389a36412c8f89bbb777c6de3c.jpg, https://homelegance.com/u/HMLG/20181010/ee117d90775848b1b45d0c1d43c24242.jpg, https://homelegance.com/u/HMLG/20181010/53d307c143af40abbe3459323b786a0b.jpg, https://homelegance.com/u/HMLG/20180831/e4f80cd0dd0b4c5a899736dc4e724790.jpg, https://homelegance.com/u/HMLG/20181010/c75439d2063441a5aadf1b095532e6ed.jpg, https://homelegance.com/u/HMLG/20181010/72d9ca48492e4a33840f0a299d26b704.jpg, https://homelegance.com/u/HMLG/20181010/16168e3d4c9a49d591007b3752ebf15b.jpg, https://homelegance.com/u/HMLG/20181010/fb33f9b0336a4590afcce3da26eff841.jpg, https://homelegance.com/u/HMLG/20181010/af9a95179be840e386cf326030208e68.jpg, https://homelegance.com/u/HMLG/20181031/6c9e5e2b5fd845e3befe9bdd418cb78e.jpg","Inspired by the look of French Provincial styling, the Willowick Collection lends an air of classical romanticism to your opulent bedroom. Bold curves, elegant framing and the lightly distressed finish create eye-catching drama while antiqued hardware and turned feet are the decorative accoutrement that tie the look together. Subtle rub-though of the antique white finish reveals grey undertones, that when paired with brown cherry finished tops, serves to highlight the poplar solids, along with the oak and birch veneers.  Two beds are available – the wood panel bed and the dramatic sleigh bed, with button-tufted neutral tone linen headboard insert.",1614SL-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1614SLK-1CK*,599,California King Sleigh bed,HB: 64H  FB: 30H,1614SLK-1EK*,599,Eastern King Sleigh Bed,HB: 64H  FB: 30H,1614SL-1*,499,Queen Sleigh Bed,HB: 64H  FB: 30H,1614-4,159,Night Stand,28.5 x 17 x 27.5H,1614-5,339,Dresser,66 x 19 x 38H,1614-6,102,Mirror,42.25 x 2 x 41.25H,1614-9,299,Chest,39.75 x 19 x 54H,,,,,,,,,,,,,,,,
Fostoria Collection,"https://homelegance.com/u/HMLG/20180831/5da08f8f6e0a4ceebee437ffc09b12ec.jpg, https://homelegance.com/u/HMLG/20181022/c7f46fabbf7e496dba9cba01bf390a97.jpg",Subtle traditional elements blend with classic transitional lines to create the timeless look of the Fostoria Collection. The curve and framing of the sleigh bed lends inspiration to the design of the accompanying case pieces. Decorative knob hardware provides distinct contrast to the cherry finish over poplar solids and okume veneer.,1615-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1615K-1EK*,329,Eastern King Bed,HB: 58.25  FB: 28H,1615-1*,249,Queen Bed,HB: 58.25  FB: 28H,1615-4,99,Night Stand,26 x 17 x 28H,1615-5,229,Dresser,62 x 18 x 36H,1615-6,63,Mirror,46.5 x 2 x 36H,1615-9,189,Chest,38 x 18 x 51H,1615K-1CK*,329,California King bed,HB: 58.25  FB: 28H,,,,,,,,,,,,,,,,
Tamsin Collection,"https://homelegance.com/u/HMLG/20181022/bc1ade39e35f41e6b4cd0c833bd59576.jpg, https://homelegance.com/u/HMLG/20181022/666c7a94ac194d26b73c90e245601f4c.jpg, https://homelegance.com/u/HMLG/20181022/0a03deb7e4a04c659ea8f322b579cee0.jpg, https://homelegance.com/u/HMLG/20181022/ff11610f982d4437a4e40cf70ba76b2a.jpg, https://homelegance.com/u/HMLG/20181022/1203273197e14608820396bd0e8b718a.jpg, https://homelegance.com/u/HMLG/20181022/58eb129fd29543dab3903fd720629934.jpg, https://homelegance.com/u/HMLG/20181022/68d8909203334a3db229c42e950484d3.jpg, https://homelegance.com/u/HMLG/20181022/ed48fd4ea71d4fb09162904b8b77b3ef.jpg, https://homelegance.com/u/HMLG/20181022/1316b3dfffeb40c889cb2532872db5f0.jpg, https://homelegance.com/u/HMLG/20181022/1101833ce1a94dd0998b970a4ab53dfd.jpg, https://homelegance.com/u/HMLG/20181022/fde71b5446354663aca60f344a3eaae0.jpg, https://homelegance.com/u/HMLG/20181022/dd51fd2913204fab9e5a0f6be9ea4a0e.jpg, https://homelegance.com/u/HMLG/20181022/7ed89feb95ac48eeb216435a470fce9b.jpg, https://homelegance.com/u/HMLG/20181022/9a3e8d455c24457ca722f3e0fde99612.jpg, https://homelegance.com/u/HMLG/20181022/55e9dd8a816b4ccca700886870475cc5.jpg, https://homelegance.com/u/HMLG/20181022/63f9a33144e84852a82815e5f89c2511.jpg, https://homelegance.com/u/HMLG/20181022/325730176104410b9ac90bcecf264862.jpg, https://homelegance.com/u/HMLG/20181022/0c6a0d92825d47bb9ed03ea997ecc26b.jpg, https://homelegance.com/u/HMLG/20181022/375b87de264b44dcad6c43f96d3c3c9a.jpg, https://homelegance.com/u/HMLG/20181022/d16b641b361e415dafba5a8da8039fc1.jpg, https://homelegance.com/u/HMLG/20181022/b042bc9cebe04b0d9e0fa17dcc23b931.jpg, https://homelegance.com/u/HMLG/20181022/e0573c6c6503473ab0f9b5ffc53adbd7.jpg, https://homelegance.com/u/HMLG/20181022/8376f857004440a5b706754f0e03a899.jpg, https://homelegance.com/u/HMLG/20181022/86d3a918bce84857adb07246e4586e96.jpg, https://homelegance.com/u/HMLG/20181022/a62573c2f25e42dda861a02012024f59.jpg, https://homelegance.com/u/HMLG/20181022/ca2acecaab7f44cba87d2dc87ed2357d.jpg, https://homelegance.com/u/HMLG/20181022/75d6d107942f4267a2c84edb255841bf.jpg","Designed to help your bedroom reach its full glamorous potential, the Tamsin Collection’s unique attributes blend to create a stylish and functional addition to your lifestyle. Mirrored framing provides dramatic enhancement to each piece in the collection, while LED back-lighting, from the vertical headboard panels and mirror, illuminates and highlights the silver-grey metallic finish of the collection. Acrylic hardware provides unobtrusive decorative touch to the drawer fronts of the case pieces and storage footboard, with the metallic silver bi-cast vinyl-covered padded headboard insert lending decorative contrast to the finish of the collection. Hidden jewelry drawers in the dresser create discreet storage space for your fancy accoutrements. Also providing functional display to the collection is the available vanity. The mirrored front paired with drawer storage creates the perfect platform to prepare your glamorous self.",1616-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1616K-1CK*,549,California King Platform LED Bed with Footboard Storage,HB: 68H  FB: 24.25H,1616K-1EK*,549,Eastern King Platform LED Bed with Footboard Storage,HB: 68H  FB: 24.25H,1616-1*,449,Queen Platform LED Bed with Footboard Storage,HB: 68H  FB: 24.25H,1616-4,139,Night Stand,30 x 17.5 x 29.75H,1616-5,299,Dresser with two Hidden Jewelry Boxes,66 x 17.5 x 41.25H,1616-6,112,Mirror with LED Lighting,50 x 2.75 x 39H,1616-9,249,Chest,38 x 17.5 x 54.25H,1616-15*,399,Vanity with Mirror,68.75 x 17.25 x 72H,1616-14,39,Vanity Stool,16.25 x 16.25 x 19H,,,,,,,,
Seldovia Collection,"https://homelegance.com/u/HMLG/20180918/ea46ebe441ac4e6e9e8a4b8e91862677.jpg, https://homelegance.com/u/HMLG/20181022/d8a155efddac46efb1672be64c4a1e2e.jpg",The subtle modern styling of the Seldovia Collection is a unique blend of elements that combine to create an offering that will be at home in your modern transitional bedroom. Mindy veneer is finished in a brown grey that highlight the distinct grain. Elongated metal hardware fronts each drawer of the framed case pieces. Rounded case tops mimic the subtle contoured corners of the bed’s profile.,1619-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1619K-1CK*,279,California King Bed,HB: 59H  FB: 18.25H,1619K-1EK*,279,Eastern King Bed,HB: 59H  FB: 18.25H,1619-1*,199,Queen Bed,HB: 59H  FB: 18.25H,1619-4,109,Night Stand,26.5 x 15.25 x 25H,1619-5,279,Dresser,61 x 17 x 36.75H,1619-6,63,Mirror,45.5 x 1 x 39.5H,1619-9,229,Chest,35 x 17 x 51.75H,,,,,,,,,,,,,,,,
Weaver Collection,"https://homelegance.com/u/HMLG/20181129/985b201488424e829f40e64bf738db14.jpg, https://homelegance.com/u/HMLG/20181129/0cc1a1a429514a328cf011138846e4b0.jpg, https://homelegance.com/u/HMLG/20190208/999c835c4d024a20a31c273df8bb3877.jpg, https://homelegance.com/u/HMLG/20190208/df89e599ca48476e8caf6722db886310.jpg, https://homelegance.com/u/HMLG/20190208/fd3e9c14f97e4ff0833d23502b35647e.jpg, https://homelegance.com/u/HMLG/20190208/3770cd45b92346d1960f68a1283ae078.jpg, https://homelegance.com/u/HMLG/20190208/87c493450bac404f9e9e9bbeaf1115fb.jpg, https://homelegance.com/u/HMLG/20190208/46b04f90e37a498db1ea4a364e7e482e.jpg, https://homelegance.com/u/HMLG/20190208/04569bff84a848eebc09ecfb9ddd1337.jpg, https://homelegance.com/u/HMLG/20190208/60643d4863494e34bb70907294c8c5d8.jpg, https://homelegance.com/u/HMLG/20190208/ffddc5f5022d4cd88c6820b12668521e.jpg, https://homelegance.com/u/HMLG/20190208/cc0017eb86a24994b8f0873755789041.jpg, https://homelegance.com/u/HMLG/20190208/f85bd46244c74f3196b50407ce794dab.jpg, https://homelegance.com/u/HMLG/20190208/a46163f9a92f410e90e6012d0278a04e.jpg, https://homelegance.com/u/HMLG/20190208/f35518752493411d88668cea7cb3c595.jpg, https://homelegance.com/u/HMLG/20190208/5617385d76294e5aa221de0c92846069.jpg, https://homelegance.com/u/HMLG/20190208/af970ecbbfb841c3bf7233d26a947325.jpg","Transitional-rustic styling is expertly achieved in the design of the Weaver Collection. Antique white provides bold contrast to the brown-gray plank-style tops, with pine solids and oak veneer further lending visual texture to the bedroom. Classic framing paired with dark metal knob hardware complete the rustic look.",1626-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1626K-1CK*,299,California King Bed,HB: 60H  FB: 24H,1626K-1EK*,299,Eastern King Bed,HB: 60H  FB: 24H,1626-1*,219,Queen Bed,HB: 60H  FB: 24H,1626-4,119,Night Stand,28 x 18.25 x 28.75H,1626-5,239,Dresser,64 x 18.25 x 38H,1626-6,52,Mirror,41 x 1.75 x 38H,1626-9,219,Chest,40 x 18 x 52H,,,,,,,,,,,,,,,,
Waterlyn Collection,"https://homelegance.com/u/HMLG/20190111/0867cc9f73754566a13373eea5d8b792.jpg, https://homelegance.com/u/HMLG/20190111/c4e70fe11e044cb0970862de0d43f3b1.jpg, https://homelegance.com/u/HMLG/20190111/c7998937e9a340caa13ea5aa0e98b209.jpg","Modern traditional framing is utilized to create the look of the Waterlyn Collection. The high wing-back design of the fully upholstered bed features neutral toned fabric accented with profile-defining nail head trim and pleated button tufting, solidifying the traditional look of this bed offering.",1639-1*,bedroom,,Beds/Headboards,1639F-1*,179,Full Bed,HB: 63H   FB:16H,1639K-1CK*,229,California King Bed,HB: 63H   FB:16H,1639K-1EK*,229,Eastern King Bed,HB: 63H   FB:16H,1639-1*,179,Queen Bed,HB: 63H   FB:16H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belfield Collection,"https://homelegance.com/u/HMLG/20190122/699374be3d134db8acd31b25e58e2f8c.jpg, https://homelegance.com/u/HMLG/20190122/fbfffa597f504b63a96b0cfec614e9ef.jpg, https://homelegance.com/u/HMLG/20190122/aaf589d313144188acc041f5dd134b40.jpg","Modern traditional framing is utilized to create the
look of the Belfield Collection. Fully covered in
a neutral toned fabric that is accented with button
tufting, and paired with a rolled headboard and
footboard, each element lends an air of sophisticated
elegance to this upholstered bed offering.",1640N-1*,bedroom,,Beds/Headboards,1640KN-1CK*,379,California King Bed,HB: 63.75H  FB: 30H,1640KN-1EK*,379,Eastern King Bed,HB: 63.75H  FB: 30H,1640N-1*,299,Queen Bed,HB: 63.75H  FB: 30H,1640FN-1*,369.82,Full Bed,HB: 63.75H  FB: 30H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davi Collection,"https://homelegance.com/u/HMLG/20181024/53512f0fe71a459f9e7a222b039dfeda.jpg, https://homelegance.com/u/HMLG/20180831/f295286dac93454799b33a3cd233945f.jpg, https://homelegance.com/u/HMLG/20181025/5c5d124c6ddc4755ad4deae5c0390559.jpg, https://homelegance.com/u/HMLG/20180831/16a0518532d341199f3826faae44f9dd.jpg, https://homelegance.com/u/HMLG/20180831/6427f4e6b362432cb954f1c7f742aa95.jpg, https://homelegance.com/u/HMLG/20180831/bb16551a6921496f8c9997046c1bfa4f.jpg, https://homelegance.com/u/HMLG/20180831/6a81175cdd5d4681bfc32745ea651500.jpg, https://homelegance.com/u/HMLG/20180831/6508acf2bf2f4649b57d0f1209e10005.jpg, https://homelegance.com/u/HMLG/20180831/5ca896917212489d874e9f687939b176.jpg, https://homelegance.com/u/HMLG/20180831/9d34de8b72534dc593388d970bb5f385.jpg, https://homelegance.com/u/HMLG/20180831/025fc13e97744b4fa892221fd038ddcd.jpg, https://homelegance.com/u/HMLG/20180831/8d1f4c3bd4b247d8904eda99dbb301d4.jpg, https://homelegance.com/u/HMLG/20180831/72c6f8f985254355b914f9f6c19b6651.jpg, https://homelegance.com/u/HMLG/20180831/cf8e6976b84f4b2f879b7cea17a3a264.jpg, https://homelegance.com/u/HMLG/20180831/d5ea0436d7284218abafa09ad4a3d83e.jpg, https://homelegance.com/u/HMLG/20180831/2010fdb6ceb54ab6a0cbf39e0de0627a.jpg, https://homelegance.com/u/HMLG/20180831/8c3b8e27c004472a938053d313c3843a.jpg, https://homelegance.com/u/HMLG/20180831/cd8d8cc2dd0542a0bd9de47b1e86ee28.jpg","The modern styling of the Davi Collection is achieved by blending the natural look of wood grain and the clean lines of contemporary design to create a unique bedroom group that will fit right in with your home’s aesthetic. The defining lines of the distinct framing of the collection effectively accent the printed wood grain on melamine veneer. Providing complementing contrast are the nickel-finished, metal, fixed drawer pulls.",1645-1*,bedroom,,"Bedroom Sets, Beds/Headboards",1645K-1CK*,169,California King bed,HB: 56.5H  FB: 16.75H,1645K-1EK*,169,Eastern King Bed,HB: 56.5H  FB: 16.75H,1645-1*,115,Queen Bed,HB: 56.5H  FB: 16.75H,1645F-1*,115,Full Bed,HB: 56.5H  FB: 16.75H,1645T-1*,105,Twin Bed,HB: 56.5H  FB: 16.75H,1645-4,59,Night Stand,23.5 x 16.5 x 25H,1645-5,149,Dresser,58 x 16.5 x 37H,1645-6,26,Mirror,39 x 0.75 x 35H,1645-9,110,Chest,31 x 16.5 x 50.5H,,,,,,,,
