name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Cinque Collection,"https://homelegance.com/u/20180202/8256_HP_8196_l1.jpg, https://homelegance.com/u/HMLG/20180619/107b871c7d36451ea57abb09c9694ff9.jpg, https://homelegance.com/u/HMLG/20180619/181ca6e6a49f4ecf9099d95c77be114b.jpg, https://homelegance.com/u/HMLG/20180619/1fe9d753cae54e17957381e1ad32b2da.jpg, https://homelegance.com/u/HMLG/20180619/92a2b1870a7145b182e733e65c16a8fe.jpg, https://homelegance.com/u/HMLG/20180619/7421fc58299c4ceab2eb2626a777e142.jpg, https://homelegance.com/u/HMLG/20180619/a48816ca77ae412a9d9c5ac21351eeed.jpg, https://homelegance.com/u/HMLG/20180619/a6ce1e97ba2647eb9338bc74958de63b.jpg, https://homelegance.com/u/HMLG/20180619/1738fffa2ee64aaca22a82b135c1849b.jpg, https://homelegance.com/u/HMLG/20180619/79cf6c331bba40378aab0b50e0483126.jpg","The ultra-low profile of the Cinque Collection is the epitome of clean Italian design. Headrests are adjustable to create a break in the profile of the sofa, while the end chair utilizes power reclining to provide additional support. The modified chaise provides ample space for relaxation whether seated or prone. Chrome finished legs complete the look of this sectional seating group. Available in taupe or light gray all leather.",8256*,seating,,,8256*,1189,"2-Piece Sectional Set, All Genuine Leather",112.75 x 85 x 29 - 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinque Collection,"https://homelegance.com/u/20180202/8256GY_Sectional_8839_l1.jpg, https://homelegance.com/u/20180202/8256GY_noBG_headrest_4_8846_l1.jpg, https://homelegance.com/u/20180202/8256GY_noBG_footrest_8847_l1.jpg, https://homelegance.com/u/HMLG/20180619/a63180ae86cb43b7bf347b05cc109869.jpg, https://homelegance.com/u/HMLG/20180619/b44f83fc3ad942b5973631b9a8d60002.jpg, https://homelegance.com/u/HMLG/20180619/7f88d03c5392467db8e7b98b2e6d1639.jpg, https://homelegance.com/u/HMLG/20180619/cbb2a07593784759927f86bba9e8c35f.jpg, https://homelegance.com/u/HMLG/20180619/dbe731b8db1e4f45aac0fb98ab4d0a47.jpg, https://homelegance.com/u/HMLG/20180619/24d6441b45244a4eb3b80cbfa416a873.jpg, https://homelegance.com/u/HMLG/20180619/36cc1ebee36b4cca9f00bf6a7e720d86.jpg, https://homelegance.com/u/HMLG/20180619/64e5b6d765714ebaa8d4cffe0ab3c4dc.jpg, https://homelegance.com/u/HMLG/20180619/017923b404cb4204a7e609d889f91bce.jpg, https://homelegance.com/u/HMLG/20180619/8b525b0ca52c43bb80062983d160ce00.jpg, https://homelegance.com/u/HMLG/20180619/945fec43eb2443318a92875494b90268.jpg, https://homelegance.com/u/HMLG/20180619/314a9665ba7d461f9ad3d640a298f154.jpg, https://homelegance.com/u/HMLG/20180619/c843d4143a554465a295ed7271375aff.jpg, https://homelegance.com/u/HMLG/20180619/ca1908ac218942abb16359d7e43b3f87.jpg, https://homelegance.com/u/HMLG/20180619/cbb0ff73a6dd4226851d78402f2654f5.jpg, https://homelegance.com/u/HMLG/20180619/c396c1eae2db4fb298004f30ba447c5c.jpg, https://homelegance.com/u/HMLG/20180619/a75ae6e78cb1466d85c4b453ad34702e.jpg, https://homelegance.com/u/HMLG/20180619/28661218037d44dc982dc1fbe4a97aaf.jpg, https://homelegance.com/u/HMLG/20180619/e8056ddb0fb64ac9b95dda2fab1ce5b3.jpg, https://homelegance.com/u/HMLG/20180619/d49098ba96da400eaa0b9dea8b10f4fd.jpg, https://homelegance.com/u/HMLG/20180619/e6d799a8fc6245dea0712b0b21bcf282.jpg, https://homelegance.com/u/HMLG/20180619/fe0d48fb3fa54ad88f5ae89f7f64b720.jpg, https://homelegance.com/u/HMLG/20180619/de80fb54c7704a3d8864b082b4bf1f45.jpg, https://homelegance.com/u/HMLG/20180619/298f2a24bec74287abcc8eec260a9071.jpg, https://homelegance.com/u/HMLG/20180619/bdc72f09657749feac17e6dc1b7c4513.jpg, https://homelegance.com/u/HMLG/20180619/80b74f4d8661486dadc8c0929c929f35.jpg, https://homelegance.com/u/HMLG/20180619/be14d602a8eb4f2aa6a21415323d3a40.jpg, https://homelegance.com/u/HMLG/20180619/9fda55eabace457da123b518349ab2e0.jpg, https://homelegance.com/u/HMLG/20180619/8e1d3bf924894345bd9892f9be6cddb8.jpg, https://homelegance.com/u/HMLG/20180619/3eb0187360224ba2a8ffae69f29bf8e9.jpg","The ultra-low profile of the Cinque Collection is the epitome of clean Italian design. Headrests are adjustable to create a break in the profile of the sofa, while the end chair utilizes power reclining to provide additional support. The modified chaise provides ample space for relaxation whether seated or prone. Chrome finished legs complete the look of this sectional seating group. Available in taupe or light gray all leather.",8256GY*,seating,,,8256GY*,1189,"2-Piece Sectional Set, All Genuine Leather",112.75 x 85 x 29 - 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platina Collection,"https://homelegance.com/u/HMLG/20181119/b0021e4406694cd28b7ccc2759327b3a.jpg, https://homelegance.com/u/HMLG/20181119/6197efbf8a27420eba49c38e79983dcc.jpg, https://homelegance.com/u/HMLG/20181119/04755ba3ff644b27a01a8d675f2d453f.jpg, https://homelegance.com/u/HMLG/20181119/70f2d557a6da4a25a9f0756b8f4357fb.jpg, https://homelegance.com/u/HMLG/20181119/c9c62ae872874ff2a4b4cfbc7e26148a.jpg, https://homelegance.com/u/HMLG/20181119/5fe349314b0e49bdb2a61cad25149cd7.jpg, https://homelegance.com/u/HMLG/20181119/f266b0ae0efc4125ae4db8f3644a7bd8.jpg, https://homelegance.com/u/HMLG/20180129/b92e76d0cfcd43c2b01a6e88ea6db88c.jpg","The contemporary look of the Platina Collection is enhanced with unexpected function creating storage and sleep space within your living room. Conveniently stored beneath the main seating is pull out trundle that rises to create a bed. The plush top of the attached ottoman lifts, via hinge, to reveal ample storage space. The chocolate colored fabric of the collection features contrast stitching.",8277CH*,youth,,,8277CH*,525,Sectional with Pull-out Bed and Storage Ottoman,103.75 x 87.75 x 32 - 39H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley Collection,"https://homelegance.com/u/HMLG/20180710/310d18da4c634944a8b351ac97be83b9.jpg, https://homelegance.com/u/HMLG/20180710/e30bcac8e3084562878fc841cd07643b.jpg, https://homelegance.com/u/HMLG/20180710/c6b1a74bd5424220991bb4d78b841e99.jpg, https://homelegance.com/u/HMLG/20180710/abb7951c16264d478a4f9685eabab984.jpg, https://homelegance.com/u/HMLG/20180710/35d662ab69f44bceb6a66136eda14b79.jpg, https://homelegance.com/u/HMLG/20180710/b1c8faf8e8a94ef19df8a81406e24534.jpg, https://homelegance.com/u/HMLG/20180710/42b14740a48246919348c7423ec26931.jpg","Designed to be the comfortable spot that you nestle into after a long day, the Greeley Collection will be a welcome addition to your home's living room. Plush seating and backs extend from seated to prone with a pull of the manual reclining mechanism on each piece in the collection – dual reclining sofa, love seat and chair. The top and front bodies of each piece in the collection is covered in black, brown or gray top grain leather, with leather match covering those areas beyond your initial reach.",8325GRY-3,seating,,,8325GRY-3,369,Double Reclining Sofa,79 X 36.5 X 39.5H,8325GRY-2,349,Double Reclining Love Seat,59 X 36.5 X 39.5H,8325GRY-1,239,Reclining Chair,38.5 X 36.5 X 39.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deryn Collection,"https://homelegance.com/u/20180202/8327BE_Sectional_8190_l1.jpg, https://homelegance.com/u/20180202/8327BE_Sectional_5606-31_8191_l1.jpg, https://homelegance.com/u/20180202/8327BE_swatch_8192_l1.jpg, https://homelegance.com/u/20180202/8327BE_Sectional_noBG_side_8193_l1.jpg, https://homelegance.com/u/HMLG/20180619/1d427af3015049c79d9007854587c762.jpg","Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",8327BE*SC,seating,,,8327BE*SC,420,3-Piece Sectional Set: L + CR + R,95.75 × 95.75 × 37H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deryn Collection,"https://homelegance.com/u/HMLG/20180208/6ba44e63db7446e9b513f82490be9566.jpg, https://homelegance.com/u/HMLG/20180208/2e3165c9be2d4cde906329cbbd28a913.jpg, https://homelegance.com/u/HMLG/20180208/080ae9bd42ae49e99a3ee7c4f378e586.jpg, https://homelegance.com/u/HMLG/20180208/812f68e7b3c14a6eaa6bdaec13802a01.jpg, https://homelegance.com/u/HMLG/20180208/b1cc997d89204da6bc70c78a275668c3.jpg","Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",8327TL*SC,seating,,,8327TL*SC,420,3-Piece Sectional Set: L + CR + R,95.75 x 95.75 x 37H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emilio Collection,"https://homelegance.com/u/20171106/8367CH-3_8367CH-5_8367CH-4_716_l1.jpg, https://homelegance.com/u/HMLG/20180619/806c553504f7481ab982babc6b2be38b.jpg, https://homelegance.com/u/HMLG/20180619/6c0a12fb529c472baf285158f214b39c.jpg, https://homelegance.com/u/HMLG/20180619/dc4acff3bd31405b8ec0f80af248c9fc.jpg, https://homelegance.com/u/HMLG/20180619/cb001bafafe84f38aa2fdb6c1b9d263e.jpg, https://homelegance.com/u/HMLG/20180619/976cbbc80fa342799c33c016e00d8fe4.jpg","Subtle texture lends visual and tactile interest in the Emilio Collection. The set-up process allows you to configure the 3-seat unit to accommodate the chaise on either the left or right side, providing for perfect placement within your living space. The collection is offered in either taupe or chocolate, furthering the versatility of the sectional seating group.",8367CH*,seating,,,8367CH*,319,2-Piece Reversible Sectional Set,109.25 x 78 x 33.5H,8367CH-4,53,Ottoman,37.5 x 26 x 18H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emilio Collection,"https://homelegance.com/u/20171106/8367TP-3_8367TP-5_8367TP-4_717_l1.jpg, https://homelegance.com/u/HMLG/20180619/21d6843e10cc4d20a2547761befce289.jpg, https://homelegance.com/u/HMLG/20180619/c7ef815e2f4c434e983281749cc06ae8.jpg, https://homelegance.com/u/HMLG/20180619/126c66ab53c44c12a4d5d381a5d23162.jpg, https://homelegance.com/u/HMLG/20180619/ba42f347870046e2925e181dd84d9641.jpg, https://homelegance.com/u/HMLG/20180619/5ef95f83cb8a4770ba9c2cb4f71b0bfd.jpg","Subtle texture lends visual and tactile interest in the Emilio Collection. The set-up process allows you to configure the 3-seat unit to accommodate the chaise on either the left or right side, providing for perfect placement within your living space. The collection is offered in either taupe or chocolate, furthering the versatility of the sectional seating group.",8367TP*,seating,,,8367TP*,319,2-Piece Reversible Sectional Set,109.25 x 78 x 33.5H,8367TP-4,53,Ottoman,37.5 x 26 x 18H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrington Collection,"https://homelegance.com/u/20171106/8378BLK-L_-R_-4_709_l1.jpg, https://homelegance.com/u/20171106/8378BLK-L_8378BLK-R_1398_l1.jpg, https://homelegance.com/u/HMLG/20181120/2fdc538542ca45e9bcc5fd23c41ec430.jpg, https://homelegance.com/u/HMLG/20181120/010d308236bc4ea6be5627fe0e835668.jpg, https://homelegance.com/u/HMLG/20180619/1421048ee99d4f4a8fdc7277655b210c.jpg, https://homelegance.com/u/20171106/8378BLK_swatch_1800_l1.jpg","Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",8378BLK*,seating,,,8378BLK*,319,2-Piece Sectional Set,109 x 80 x 34H,8378BLK-4,63,Ottoman,45 x 25 x 20H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrington Collection,"https://homelegance.com/u/20171106/8378BRW-L_-R_-4_708_l1.jpg, https://homelegance.com/u/20171106/8378BRW-L_8378BRW-R_1397_l1.jpg, https://homelegance.com/u/HMLG/20181120/7f9770af2f4546ec98709ff4a99d7149.jpg, https://homelegance.com/u/HMLG/20181120/128082f9f4494114af03f7e16cd9acab.jpg, https://homelegance.com/u/HMLG/20180619/ade3cd94200d4d63b7ff5d73a49a662b.jpg, https://homelegance.com/u/20171106/8378BRW_swatch_1799_l1.jpg","Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",8378BRW*,seating,,,8378BRW*,319,2-Piece Sectional Set,109 x 80 x 34H,8378BRW-4,63,Ottoman,45 x 25 x 20H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrington Collection,"https://homelegance.com/u/20171106/8378GRY-L_-R_-4__710_l1.jpg, https://homelegance.com/u/20171106/8378GRY_1399_l1.jpg, https://homelegance.com/u/HMLG/20181120/83aa927dac8448dba58c642f92023688.jpg, https://homelegance.com/u/HMLG/20181120/6c2063b0917e4a96960503d90ddcb0be.jpg, https://homelegance.com/u/HMLG/20180619/e14829aed1b24afd9985b808e249cba5.jpg, https://homelegance.com/u/20171106/8378GRY_swatch_1801_l1.jpg","Soft Contemporary styling lends a cool, classic look to your modern living space in the Barrington Collection. Stitch tufting provides soft contrast to the cleanly designed lines of this seating arrangement. The attached chaise lounge and accompanying ottoman provide the opportunity for putting your feet up while you enjoy your downtime. The seating group is offered in Gray, black and brown bi-cast vinyl.",8378GRY*,seating,,,8378GRY*,319,2-Piece Sectional Set,109 x 80 x 34H,8378GRY-4,63,Ottoman,45 x 25 x 20H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmyra Collection,"https://homelegance.com/u/20171106/8411_2LCN_CR_2R_593_l1.jpg, https://homelegance.com/u/20171106/8411_2LCN_CR_2R_5553_1698_l1.jpg, https://homelegance.com/u/20171106/8411_2L_CR_2R_1895_l1.jpg, https://homelegance.com/u/20171106/8411_2LCN_CR_2RCN_1983_l1.jpg, https://homelegance.com/u/20171106/8411_2L_CR_2RCN_1997_l1.jpg, https://homelegance.com/u/HMLG/20181120/d250049a05e74b47b7c3a31fec45baf9.jpg, https://homelegance.com/u/HMLG/20181120/426df7b6e6ca4462bc702444366ed386.jpg, https://homelegance.com/u/HMLG/20181120/cf2366b51d4e4e4b92f6028dca272e98.jpg, https://homelegance.com/u/20171106/8411(Swatch)_2015S-53-54_2006_l1.jpg","Configurable to your space and personal needs, the Palmyra Collection will serve as afunctional, stylish, and comfortable platform for your ultimate downtime. The right andleft love seats are available with or without a functional console – featuring cup holdersand lift-top storage. The Palmyra Collection is offered in dark brown bonded leathermatch. Multiple seating configurations are available to meet the needs of your space",8411*CLCR,seating,,,8411-2L,229.88,Left Side Reclining Love Seat,53 x 38.5 x 39H,8411-2LCN,269.88,Left Side Reclining Love Seat with Center Console,66 x 38.5 x 39H,8411-2R,229.06,Right Side Reclining Love Seat,53 x 38.5 x 39H,8411-2RCN,269.06,Right Side Reclining Love Seat with Center Console,66 x 38.5 x 39H,8411-CR,170.06,Corner Seat,59 x 40 x 39H,,,,,,,,,,,,,,,,,,,,,,,,
Savonburg Collection,"https://homelegance.com/u/HMLG/20181029/437423e447ac4df4bc2051ca3f515c59.jpg, https://homelegance.com/u/HMLG/20181029/44d6d9ee271440899b5c62678448e74c.jpg, https://homelegance.com/u/HMLG/20181029/ba11ce7a06284d519021a14be780ac5a.jpg, https://homelegance.com/u/HMLG/20181029/fbb90949727442fa81a3cb24dd5f0451.jpg, https://homelegance.com/u/HMLG/20181029/cbdee69aba05493aac45aea6c95dd036.jpg, https://homelegance.com/u/HMLG/20181029/a740c47d75ba43c2b07dc5a2a8186195.jpg, https://homelegance.com/u/HMLG/20181029/02fb3dafcc734aa6b0781168a340cbe2.jpg, https://homelegance.com/u/HMLG/20181029/ff6bf5303da74e30811bec296e5fbbca.jpg, https://homelegance.com/u/HMLG/20181029/978031f878af4ea78b7c9a237435f8b8.jpg, https://homelegance.com/u/HMLG/20181029/2c3e2ecbcaab48138ae048fefc264cb8.jpg","With a design that is driven by trend and style, the classic look of the Savonburg Collection blends with a number of modern and traditional settings. This Chesterfield style seating group is offered in neutral tone fabric and features button tufting and a heavily rolled arm that transitions to encompass the entire back of each piece in the collection. The substantial size of this offering allows for maximum comfort that is enhanced by the accompanying toss pillows.",8427NGV-3,seating,,,8427NGV-3,439,"Sofa, 5 Pillows",98.5 x 39.75 x 32H,8427NGV-2,419,"Love Seat, 4 Pillows",74.75 x 39.75 x 32H,8427NGV-1,279,"Chair, 1 Pillow",51.25 x 39.75 x 32H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selles Collection,"https://homelegance.com/u/HMLG/20190305/b2c1dda941f5457eb2fa0ff660a97875.jpg, https://homelegance.com/u/HMLG/20190305/de584734492248509577eb520d22f011.jpg, https://homelegance.com/u/HMLG/20190305/4ebcc7dfb4034e63a28905eb47daa112.jpg, https://homelegance.com/u/HMLG/20190305/88947671870a4ad79a99fd9fe2b5213d.jpg, https://homelegance.com/u/HMLG/20190305/15143dc394844a37a01162d4ac550437.jpg, https://homelegance.com/u/HMLG/20190305/59e931a71ac24f9dbc69d1875ed7f027.jpg, https://homelegance.com/u/HMLG/20190305/d3eeba84db7741e2a294a9e9b05c8cdc.jpg, https://homelegance.com/u/HMLG/20190305/e603050ff2be4b32b95b7fd81084fcaa.jpg, https://homelegance.com/u/HMLG/20190305/353bf10567c24c45a109024f5d4f3371.jpg, https://homelegance.com/u/HMLG/20190305/4d406ebc77c64d8e92e7185c0532dff7.jpg, https://homelegance.com/u/HMLG/20190305/027010487aa545289796d7f181a6ed45.jpg, https://homelegance.com/u/HMLG/20190305/2c871d72e0424dc9bc3c3c8c59c14dec.jpg, https://homelegance.com/u/HMLG/20190305/84fec206524d49b8a602e137dbcd41ce.jpg, https://homelegance.com/u/HMLG/20190305/4cff767406e34b9da0359f51ee726dbb.jpg, https://homelegance.com/u/HMLG/20190305/b26678f590cc45728cb78853323f56a9.jpg, https://homelegance.com/u/HMLG/20190305/95a6588cbe4f4052bca092aeafb64ebe.jpg, https://homelegance.com/u/HMLG/20190305/c2cffe1a1d594096bff83d020b02b4b4.jpg, https://homelegance.com/u/HMLG/20190305/5442c8b48fb74e1f8b153ef8ecfe0304.jpg, https://homelegance.com/u/HMLG/20190305/c4c66020ce0041a8ba9f8c13fe24a334.jpg, https://homelegance.com/u/HMLG/20190305/5e718d4769ec4b318aad9d96ca6b816f.jpg, https://homelegance.com/u/HMLG/20190305/ebcab89e3e844d34bab1edf7afcd9263.jpg, https://homelegance.com/u/HMLG/20190305/731d98645cd94532ac32e10a15d0df21.jpg, https://homelegance.com/u/HMLG/20190305/2cf4875c74954565be4d1e85221e2372.jpg, https://homelegance.com/u/HMLG/20190305/9458047ffc99405a848ab49eb189b3d6.jpg, https://homelegance.com/u/HMLG/20190305/a7c572d5a5ed4a50b6620e7bf88f4ede.jpg, https://homelegance.com/u/HMLG/20190305/ff1f4406cb1043969015ac03503bedce.jpg, https://homelegance.com/u/HMLG/20190305/100b34b8c272451999320c0dcd1f57f4.jpg, https://homelegance.com/u/HMLG/20190305/ef478b02ee6541f19cdb23ee9daebe6d.jpg","Your modern-traditional home will be the perfect environment for the Selles Collection.
Traditional accenting – rolled arms, button-tufting, cherry-finished turned legs and contoured
profile – is paired with the neutral beige fabric cover and decorative contrasting toss pillows,
creating the classic look.",8466RF-3,seating,,,8466RF-3,419,Sofa,89 x 37.75 x 37H,8466RF-3S,399,Studio Sofa,82 x 37.75 x 37H,8466RF-1,279,Chair,32.75 x 40 x 35.75H,8466RF-4,209,Ottoman,41.25 x 41.25 x 19.25H,8466RF-5,269,Chaise,29.25 x 72 x 34.25H,,,,,,,,,,,,,,,,,,,,,,,,
Venture Collection,"https://homelegance.com/u/HMLG/20190131/3f2eac6dfcb1409ea7d75b0165e8c355.jpg, https://homelegance.com/u/HMLG/20190131/f2b3f2c23c194bacb32f9cd780df5ffe.jpg, https://homelegance.com/u/HMLG/20190131/0649a1160d9d46e7ac39599e78023d2f.jpg, https://homelegance.com/u/HMLG/20190131/c5f89cedeab74bb6a4e21c3f57a779e3.jpg, https://homelegance.com/u/HMLG/20190131/f4b561eca1b4472ebff099a59b5b2332.jpg, https://homelegance.com/u/HMLG/20190131/cb125d4fffac47ce8b9ab7a350414ec6.jpg, https://homelegance.com/u/HMLG/20190131/f1d3190743a64f8b9c190e73d646b8f9.jpg, https://homelegance.com/u/HMLG/20190131/8d0f33aded0c498ca7a706c25a591d7d.jpg, https://homelegance.com/u/HMLG/20190131/83a31ff8d65046529ae5b912fce74cd5.jpg, https://homelegance.com/u/HMLG/20190131/ce8b0cfbded5455a88ad574386802367.jpg","Designed for the modern home, the Venture Collection provides a stylish
seating option for your living room. The dark gray fabric that covers the
collection creates a neutral palette for your decorative preferences to take
shape. The rounded profile of the arm takes inspiration from retro styling while
the chrome finish of the support legs lends a distinctly modern touch.",9594DGY-3,seating,,,9594DGY-3,159,Sofa,75.5 x 30.5 x 35.25H,9594DGY-2,139,Love Seat,56 x 30.5 x 35.25H,9594DGY-1,89,Chair,35.5 x 30.5 x 35.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charley Collection,"https://homelegance.com/u/HMLG/20180620/5c40ba6e8eb54524b92156bd7eb549d1.jpg, https://homelegance.com/u/20171106/9715PU-1new_1389_l1.jpg, https://homelegance.com/u/20171106/9715PU(Swatch)_2015S-87_1791_l1.jpg","Like the embrace of a dear friend, the Charley Collection allows you to be yourself. Whether stretching out for a long nap or curling up with a good book, each piece is welcoming in its comforting hug.",9715PU-3,seating,,,9715PU-3,175,Sofa,79.5 x 33 x 38H,9715PU-2,155,Love Seat,60 x 33 x 38H,9715PU-1,105,Chair,38 x 33 x 38H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Collection,"https://homelegance.com/u/20180620/a3bb67573c234bdc987c9591cbd1bced.jpg, https://homelegance.com/u/20180620/b5dc326928f54c3b81c1f99e766dc755.jpg, https://homelegance.com/u/20180620/2ee521c6274d4b679bceb6e39384fb00.jpg, https://homelegance.com/u/20180620/79c5ea6afbd54cfaaf424002edbf0772.jpg","Relaxation is a serious business. Serious comfort is what the Brooks Collection offers in thissubstantially sized upholstered seating group. Upholstery fabric covering the channel-tuftingcoverstuffed cushions and the pillow arms is offered in dark brown bonded leather or chocolatetextured plush microfiber. The unique feature of this collection is the wide chaise that extends fromthe sectional sofa. The coordinating ottoman tucks neatly into the face of the sofa, effectivelyextending your lounging space.",9739*,seating,,,9739*,499,2PC SET: SECTIONAL,108 × 69 × 40H,9739-4,155,Ottoman,67 x 29.5 x 22.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Collection,"https://homelegance.com/u/20171106/9739CH_Shot1_2014S-63_1412_l1.jpg, https://homelegance.com/u/20171106/9739CH_Shot3_2014S-63_724_l1.jpg, https://homelegance.com/u/HMLG/20180620/f83e225e0242492f89c3b7d0793bb458.jpg, https://homelegance.com/u/20180620/49c2dd0a07de425baf8737346a6e6e03.jpg, https://homelegance.com/u/20171106/9739CH(9734CH)(Swatch)_2015S-59-90_1806_l1.jpg","Relaxation is a serious business. Serious comfort is what the Brooks Collection offers in thissubstantially sized upholstered seating group. Upholstery fabric covering the channel-tuftingcoverstuffed cushions and the pillow arms is offered in dark brown bonded leather or chocolatetextured plush microfiber. The unique feature of this collection is the wide chaise that extends fromthe sectional sofa. The coordinating ottoman tucks neatly into the face of the sofa, effectivelyextending your lounging space.",9739CH*,seating,,,9739CH*,499,2PC SET: SECTIONAL,108 × 69 × 40H,9739CH-4,155,Ottoman,67 x 29.5 x 22.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia Collection,"https://homelegance.com/u/HMLG/20180607/2290f18d09d547209c77d4f62fb4ff13.jpg, https://homelegance.com/u/HMLG/20180607/f75fffc1f1744e9e8178cbac7347ee56.jpg, https://homelegance.com/u/HMLG/20180607/17bd40bd5f594eddbf04e931cd1dfdef.jpg, https://homelegance.com/u/HMLG/20180607/dc53d2d37e2d4ad596bf146064a80463.jpg, https://homelegance.com/u/HMLG/20180607/d4dd86d05f524f5fb74de57e94e15f19.jpg, https://homelegance.com/u/HMLG/20180607/a59b559d3f524cf69492f5fbbf9e5511.jpg, https://homelegance.com/u/HMLG/20180607/4eb1c5502aed45138e00bff56e7c656c.jpg","Subtle contemporary styling combines with plush seating making the Acadia Collection a comfortable addition to your home’s living room. The seating group is offered in either a two-tone brown microfiber with brown bi-cast vinyl accent or grey microfiber with grey bi-cast vinyl accent, that are suitable for a number of home decorative environments. Plush seating and arm rests are framed by the sleek curve of the arm and defining stitch pattern. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. The sofa features dual reclining ends, as does the love seat. The available chair fully reclines and is perfect as an accompaniment to the collection or as a stand-alone addition to your living room.",9801BR-3,seating,,,9801BR-3,249,Double Reclining Sofa,82 x 37.75 x 41.75H,9801BR-2,229,Double Reclining Love Seat,60 x 37.75 x 41.75H,9801BR-1,155,Reclining Chair,38 x 37.75 x 41.75H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
